Roll Number,test_case_1,test_case_2,test_case_3,test_case_4,test_case_5,test_case_6,test_case_7,test_case_8,test_case_9,test_case_10,test_case_11,test_case_12,test_case_13,test_case_14,test_case_15,test_case_16,test_case_17,test_case_18,test_case_19,test_case_20,test_case_21,test_case_22,test_case_23,test_case_24,test_case_25,test_case_26,test_case_27,test_case_28,test_case_29,test_case_30,test_case_31,test_case_32,test_case_33,test_case_34,test_case_35,test_case_36,test_case_37,test_case_38,test_case_39,test_case_40,test_case_41,test_case_42,test_case_43,test_case_44,test_case_45,test_case_46,test_case_47,test_case_48,test_case_49,test_case_50,test_case_51,test_case_52,test_case_53,test_case_54,test_case_55,test_case_56,test_case_57,test_case_58,test_case_59,test_case_60,test_case_61,test_case_62,test_case_63,test_case_64,test_case_65,test_case_66,test_case_67,test_case_68,test_case_69,test_case_70,test_case_71,test_case_72,test_case_73,test_case_74,test_case_75,test_case_76,test_case_77,test_case_78,test_case_79,test_case_80,test_case_81,test_case_82,test_case_83,test_case_84,test_case_85,test_case_86,test_case_87,test_case_88,test_case_89,test_case_90,test_case_91,test_case_92,test_case_93,test_case_94,test_case_95,test_case_96,test_case_97,test_case_98,test_case_99,Weighted Average,Plain Average
2021101106,93.98066666666668,97.62666666666667,96.87733333333333,95.298,95.90533333333335,97.03533333333334,94.78133333333332,97.44066666666666,95.166,92.90733333333333,94.49266666666668,94.74533333333332,98.46866666666668,94.352,97.57266666666666,93.29866666666666,93.24333333333334,96.614,92.06466666666665,91.04266666666666,91.26400000000001,95.92266666666666,96.13,93.52666666666667,93.80866666666665,95.04266666666666,93.28866666666667,94.73066666666668,84.76733333333334,93.28466666666668,99.22933333333333,94.34066666666666,98.14866666666666,94.01666666666668,96.10866666666666,87.75399999999999,90.76133333333334,94.946,95.67599999999999,76.19933333333333,97.18733333333333,96.19133333333335,94.51666666666668,90.40066666666667,95.46066666666667,95.126,96.91733333333335,96.82866666666666,90.42533333333333,88.32466666666667,97.30466666666666,95.47800000000001,94.28200000000001,94.24600000000001,93.09800000000001,98.88333333333333,95.87133333333333,84.19466666666668,88.46533333333332,97.40066666666667,94.64266666666666,97.714,95.28266666666667,92.33733333333333,95.60866666666666,91.05733333333333,94.75466666666668,94.44666666666666,99.43799999999999,96.66066666666666,97.11333333333334,89.32933333333332,93.94999999999999,94.274,92.28466666666668,96.82533333333333,95.68266666666668,95.46066666666667,90.93,91.88333333333333,94.934,93.72533333333334,95.476,98.67333333333335,91.81066666666666,90.15133333333333,91.29599999999999,89.31733333333332,93.26466666666667,93.33666666666667,91.29466666666667,27.653333333333336,96.42533333333333,92.37133333333333,93.31200000000001,94.06133333333332,93.662,89.95599999999999,95.88866666666667,93.10414625458934,93.32069360269358,
